folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00017660,00017660/20130329_132459.jpg,"[[[11 12 14]
  [11 12 14]
  [11 12 14]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[12 13 15]
  [12 13 15]
  [11 12 14]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[10 14 13]
  [13 14 16]
  [13 14 16]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0.06034,6","0,6","0.9855,7","0.43832,5","0.99059,5","0,5","0.54426,5","0.61399,4","0.043288,6","0.014772,7","0.012749,5","0.53904,6","0.016994,5","0.78339,4","0.065541,4","0.19009,5","0.45339,5","0.44138,5","0,7","0.019503,6","0.030538,6","0.58513,3","0.26819,11","0.024303,6","0.85039,5","0.027889,7","0.21334,8","0.038787,4","0.055826,8","0.056314,8","0.13339,8","0.37391,8","0.35037,6","0.63232,5","0.2364,7","0.35037,5","0.015156,6","0.30513,6","0.41675,5","0.36783,5"
00017663,00017663/20120229_215741.jpg,"[[[45 54 71]
  [45 53 72]
  [48 56 77]
  ...
  [42 50 63]
  [38 46 59]
  [38 46 59]]

 [[48 57 74]
  [46 54 73]
  [47 55 76]
  ...
  [42 50 63]
  [40 48 61]
  [40 48 61]]

 [[47 55 74]
  [47 55 74]
  [49 57 78]
  ...
  [43 51 64]
  [43 51 64]
  [40 48 61]]

 ...

 [[23 27 28]
  [24 28 29]
  [23 27 28]
  ...
  [16 18 17]
  [13 14 16]
  [14 15 17]]

 [[19 20 22]
  [20 21 23]
  [21 22 24]
  ...
  [13 14 16]
  [13 14 16]
  [15 16 18]]

 [[17 18 20]
  [19 21 20]
  [20 22 21]
  ...
  [12 13 15]
  [13 14 16]
  [15 15 15]]]","0.48755,8","0.22028,6","0.66408,6","0.10547,8","0.15879,6","0.12542,7","0.11843,6","0.11125,7","0.15235,9","0.78823,5","0.0018682,6","1,5","0.2396,8","0.37392,5","0.01772,11","0.12518,6","0.026777,7","0.025247,6","0.9536,6","0.027372,5","0.069549,6","0.62072,8","0.22159,8","0.030427,5","0.18941,9","0.010619,6","0.019094,7","0.79102,6","0.10482,10","0.25026,10","0.67734,6","0.69871,8","0.11528,5","0.17626,6","0.016068,6","0.17337,9","0.24122,6","0.20919,6","0.10336,6","0.38572,6"
00017664,00017664/20120206_135839.jpg,"[[[ 3  7 16]
  [ 5  9 20]
  [ 5  9 21]
  ...
  [17 13 27]
  [15 13 27]
  [14 16 31]]

 [[ 7  9 21]
  [ 7  9 22]
  [ 8 10 25]
  ...
  [17 15 28]
  [18 16 29]
  [16 14 28]]

 [[12 10 24]
  [10  9 25]
  [11 10 28]
  ...
  [16 14 27]
  [19 15 29]
  [21 14 30]]

 ...

 [[10  4  6]
  [ 8  3  7]
  [ 4  4  6]
  ...
  [ 4  2  3]
  [ 7  3  4]
  [ 7  2  6]]

 [[ 9  3  5]
  [ 7  3  4]
  [ 6  4  5]
  ...
  [ 7  3  2]
  [ 8  2  2]
  [ 7  1  3]]

 [[ 5  3  6]
  [ 7  3  4]
  [ 9  5  6]
  ...
  [ 9  4  1]
  [ 8  2  2]
  [ 6  0  2]]]","0.027341,4","0.011344,7","0.9324,7","0.61795,6","1,6","0.050198,7","0.20856,6","0.063203,4","0.002911,8","0.11701,10","0.061871,5","0.012175,5","0.36636,6","0.65888,6","0.020678,10","0.041974,2","0.092479,6","0.014806,6","0.1724,8","0.88359,6","0.73339,8","0.44923,5","0.32215,6","0.0082193,7","0.95483,7","0.40248,5","0.44845,6","0.18475,8","0.007964,6","0.028525,6","0.029084,8","1,7","0.26047,5","0.036004,7","0.48256,5","0.30909,7","0.43331,5","0.34175,5","0.040219,8","0.17129,6"
00017672,00017672/20120114_013631.jpg,"[[[ 66  63  82]
  [ 58  64  78]
  [ 57  70  79]
  ...
  [ 31  49  97]
  [ 32  52  89]
  [ 29  50  79]]

 [[ 39  60 103]
  [ 42  64 103]
  [ 46  64 100]
  ...
  [ 26  54 101]
  [ 26  50  94]
  [ 30  52  93]]

 [[ 34  69 123]
  [ 38  68 120]
  [ 40  61 114]
  ...
  [ 19  56 101]
  [ 25  53 101]
  [ 29  50 103]]

 ...

 [[ 17  16  21]
  [ 15   8  15]
  [ 17   8  13]
  ...
  [ 13   8  15]
  [ 17  10  17]
  [ 16   9  16]]

 [[ 15  10  14]
  [ 15   9  13]
  [ 17   6  12]
  ...
  [ 14   9  15]
  [ 16  11  17]
  [ 15   8  15]]

 [[ 22  11  17]
  [ 19   8  14]
  [ 17   7  15]
  ...
  [ 14   9  13]
  [ 12   7  13]
  [ 12   7  13]]]","0.44343,7","0.006539,7","1,6","0.52447,6","0.5702,7","0.12331,6","0.023861,8","0.0061758,6","0.00040377,6","0.031273,5","0.18362,6","0.51164,6","0.62046,8","0.60529,12","0.032874,6","0.0034705,4","0.017849,2","0.1567,6","0.026577,6","0.90393,8","0.50896,9","0.32102,6","0.56498,9","0.022495,7","1,7","0.12604,5","0.064689,5","0.87407,4","0.23986,9","0.12741,3","0,7","0.56271,10","0.30836,5","0.48848,6","0.76801,7","0.41527,7","0.44362,8","0.6424,6","0.050569,6","0.12057,6"
00017709,00017709/20120215_004254.jpg,"[[[  3   0   0]
  [  2   4  16]
  [ 65  71 103]
  ...
  [109 115 115]
  [112 118 118]
  [112 118 118]]

 [[  3   0   0]
  [  2   4  16]
  [ 65  71 103]
  ...
  [111 117 117]
  [112 118 118]
  [112 118 118]]

 [[  1   1   0]
  [  4   4  16]
  [ 66  70 105]
  ...
  [112 118 118]
  [111 117 117]
  [112 118 118]]

 ...

 [[  0   1   0]
  [  6   2   0]
  [ 57  48  39]
  ...
  [ 58  60  49]
  [ 61  62  54]
  [ 77  78  70]]

 [[  0   1   0]
  [  5   1   0]
  [ 53  46  40]
  ...
  [ 81  82  76]
  [ 85  86  80]
  [ 74  75  69]]

 [[  0   1   2]
  [  1   0   0]
  [  7   2   0]
  ...
  [  8   9   4]
  [  6   6   4]
  [  4   4   2]]]","0.19109,5","0.35291,7","0.67456,7","0.037942,9","0.51468,7","0.0059038,7","1,5","0.1525,6","0.16041,8","0.010389,6","0.48698,6","0.079231,7","0.67152,6","0.17355,6","0.036089,13","0,7","0.12491,6","0.28942,6","0.1134,5","0.64058,5","0.13001,7","0.39588,5","0.41897,8","0,5","0.77869,6","0.030427,5","0.57527,6","0.1813,5","0.54072,5","0.079391,6","0.026171,6","0.75261,7","0.24411,5","0.39174,6","0.032783,8","0.10387,8","0.02152,7","0.39262,8","0.46536,7","0.38196,6"
00018071,00018071/20120501_040925.jpg,"[[[ 50  81 101]
  [ 54  80 103]
  [ 54  76 100]
  ...
  [ 59  77 115]
  [ 62  75 110]
  [ 67  73 105]]

 [[ 58  80 101]
  [ 61  78  98]
  [ 90 101 119]
  ...
  [ 59  78 111]
  [ 61  75 110]
  [ 62  72 107]]

 [[ 66  79  96]
  [ 71  77  91]
  [132 131 139]
  ...
  [ 62  76 102]
  [ 64  79 108]
  [ 58  74 107]]

 ...

 [[ 19  27  40]
  [ 24  25  45]
  [ 27  23  48]
  ...
  [ 30  18  30]
  [ 27  16  30]
  [ 27  16  33]]

 [[ 20  28  41]
  [ 23  25  46]
  [ 27  24  53]
  ...
  [ 30  17  34]
  [ 25  16  35]
  [ 25  16  37]]

 [[ 19  27  40]
  [ 18  23  43]
  [ 20  19  50]
  ...
  [ 29  17  37]
  [ 25  15  39]
  [ 20  14  40]]]","0.017146,7","0.017999,6","1,7","0.046122,6","0.6762,6","0.015014,8","0.16133,3","0.036397,3","0.013906,7","0.035059,6","0.041076,6","0.40574,5","0.49083,7","0.54512,8","0.037807,11","0.050218,3","0.041995,4","0.064929,2","0.0453,4","0.42485,6","0.15748,5","0.22354,6","0.30298,13","0.0256,7","1,6","0.125,8","0.72495,7","0.65199,6","0.044596,8","0.040404,4","0.02218,6","0.48337,10","0.69922,6","0.048435,5","0.68363,8","0.39156,6","0.7043,5","0.041299,6","0.23372,5","0.0073093,5"
00018086,00018086/20120313_022337.jpg,"[[[  7   8  10]
  [  8  10   9]
  [ 48  50  49]
  ...
  [  0   1   3]
  [  1   1   3]
  [  0   2   1]]

 [[  5   4   2]
  [  9   8   6]
  [107 106 104]
  ...
  [  2   1   0]
  [  2   1   0]
  [  1   1   0]]

 [[  7   6   4]
  [  2   1   0]
  [ 74  73  71]
  ...
  [  2   1   0]
  [  2   1   0]
  [  1   1   0]]

 ...

 [[ 29  40  62]
  [ 31  41  66]
  [ 34  41  69]
  ...
  [ 43  58 113]
  [ 42  59 111]
  [ 42  58 110]]

 [[  1   5  14]
  [  2   5  14]
  [  4   4  14]
  ...
  [  1   6  26]
  [  0   7  26]
  [  0   5  25]]

 [[  0   1   0]
  [  2   1   0]
  [  3   0   0]
  ...
  [  3   0   0]
  [  3   0   0]
  [  3   0   0]]]","0.19278,5","0.058326,7","1,8","0.24606,6","0.077908,7","0.00022274,7","0.96111,6","0.85207,7","0.66546,6","0.9885,6","0.011082,5","1,6","0.53342,5","0.50548,5","0.0037473,14","0.01765,7","0,5","0.032996,5","0.99633,6","0.34669,6","0.60013,5","0.88104,6","0.34978,9","0.041457,8","0.9037,7","0.31944,6","0.029474,6","0.84505,7","0.29415,4","0.036629,7","0.97561,5","0.66248,6","0.6685,5","0.77998,5","0.15464,6","0.45603,6","0.77649,5","0.038267,6","0.20468,7","0.026968,5"
00018118,00018118/20120219_015504.jpg,"[[[ 59  71 113]
  [ 61  70 113]
  [ 61  70 113]
  ...
  [118 134 159]
  [115 131 156]
  [112 126 152]]

 [[ 61  70 113]
  [ 61  70 113]
  [ 62  71 114]
  ...
  [111 127 152]
  [110 126 151]
  [115 129 155]]

 [[ 61  70 113]
  [ 61  70 113]
  [ 61  70 113]
  ...
  [114 130 155]
  [112 128 154]
  [110 126 151]]

 ...

 [[173 199 226]
  [169 195 222]
  [166 192 219]
  ...
  [159 180 209]
  [160 181 212]
  [159 180 211]]

 [[170 196 223]
  [169 195 222]
  [166 192 219]
  ...
  [162 182 209]
  [158 177 207]
  [157 176 206]]

 [[166 192 219]
  [169 195 222]
  [170 196 221]
  ...
  [153 173 200]
  [154 171 201]
  [154 171 201]]]","0.54135,8","0.41197,6","0.3847,10","0.23934,5","0.2841,9","0.21943,7","0.88293,6","0.046152,8","0.21252,9","1,5","0.012138,6","1,6","0.28482,6","0.59464,5","0.017537,10","0.0052541,8","0.30462,6","0.019125,6","1,5","0.39708,6","0.57682,6","0.40681,5","0.28543,7","0.046985,6","0.51786,7","0.50218,5","0.028494,5","0.81641,6","0.15317,11","0.016264,6","0.85574,6","0.63622,7","0.33939,5","0.020562,6","0.83732,5","0.39596,5","0.29344,8","0.14667,8","0.023153,5","0.22384,7"
00018347,00018347/182.jpg,"[[[ 56  64 103]
  [ 55  63 102]
  [ 55  63 100]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 55  63 100]
  [ 62  70 109]
  [ 62  70 109]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 92 100 136]
  [123 131 170]
  [123 130 172]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 23  23  23]
  [ 23  23  23]
  [ 23  23  23]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 18  18  18]
  [ 21  21  21]
  [ 21  21  21]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  3   1   4]
  [  2   2   4]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.8642,5","0.42618,6","0.80088,6","0.2644,5","0.29584,5","0.034138,6","0.95725,5","0.30273,6","0.27439,5","0.9351,7","0.026145,6","0.65076,5","0.024703,5","0.54431,6","0.063861,6","0.0074884,6","0.028011,8","0.039124,5","0.89419,5","0,5","0.13422,5","0.96477,6","1,6","0.068128,7","0.099192,6","0.047278,6","0.011798,6","0.53669,5","0.28085,8","0.28157,5","0.84399,7","0.46349,6","0.21326,6","0.78811,5","0.23492,6","0.16589,6","0.33804,6","0.39806,6","0.68708,7","0.013662,6"
00018478,00018478/20120301_024906.jpg,"[[[ 27  34  76]
  [ 41  48  90]
  [ 44  49  89]
  ...
  [ 10  19  24]
  [  9  18  23]
  [ 16  23  31]]

 [[ 29  36  80]
  [ 84  91 133]
  [ 62  69 111]
  ...
  [ 14  21  27]
  [ 16  23  29]
  [ 20  28  31]]

 [[ 31  38  82]
  [ 70  77 119]
  [ 28  35  77]
  ...
  [ 22  29  37]
  [ 15  23  26]
  [ 23  32  31]]

 ...

 [[ 11  13  12]
  [ 19  20  22]
  [ 20  21  25]
  ...
  [ 14  17  10]
  [ 15  18  11]
  [ 25  31  21]]

 [[ 11  18  11]
  [ 16  20  19]
  [ 23  28  31]
  ...
  [ 17  20  13]
  [ 18  20  15]
  [ 25  29  28]]

 [[ 13  23  14]
  [ 18  27  24]
  [ 19  27  30]
  ...
  [ 17  18  10]
  [ 21  21  19]
  [ 20  19  24]]]","0.3561,6","0,6","0.98831,6","0.42686,5","0.01427,6","0,7","0.83926,5","0.1893,6","0.40318,6","0.86659,6","0.00023535,6","0.53245,6","0.34261,6","0.4839,5","0.019141,9","0.19525,5","0.0089156,6","0.24558,5","0.92173,5","0.95101,6","0.052292,6","0.82747,5","1,7","0.031202,6","0.7533,6","0.69896,7","0,7","0.85283,7","0.042676,5","0.037178,6","1,5","0.6985,7","0.13677,5","0.54078,6","0.018656,6","0.25834,6","0.57319,6","0.32043,7","0.31259,4","0.032779,7"
00018505,00018505/20120218_154537.jpg,"[[[ 56  82 115]
  [ 55  81 116]
  [ 55  81 118]
  ...
  [ 43  63  87]
  [ 45  63  87]
  [ 45  63  87]]

 [[ 58  84 117]
  [ 59  83 119]
  [ 59  83 121]
  ...
  [ 47  64  92]
  [ 48  63  92]
  [ 48  63  92]]

 [[ 61  85 121]
  [ 62  84 123]
  [ 63  82 122]
  ...
  [ 50  64  99]
  [ 49  62  97]
  [ 50  63  97]]

 ...

 [[ 13  12   7]
  [ 15  11   8]
  [ 16  12  11]
  ...
  [ 24  16  14]
  [ 24  15  16]
  [ 21  15  15]]

 [[ 11  13   8]
  [ 14  14  12]
  [ 16  15  13]
  ...
  [ 23  14  15]
  [ 21  15  15]
  [ 19  15  16]]

 [[  9  14   8]
  [ 12  14  11]
  [ 14  14  14]
  ...
  [ 20  14  14]
  [ 18  14  15]
  [ 17  12  16]]]","0.93639,5","0.15723,5","1,5","0.14534,6","0.87661,5","0.03526,5","0.12456,5","0.0004773,5","0.10022,5","0.87275,6","0.0038796,6","0.63305,6","0.38055,6","0.2004,6","0.0086176,5","0.095413,6","0.043835,5","0.033044,5","0.53864,5","0.68711,5","0.33961,5","0.45044,5","0.75506,6","0.043328,6","1,6","0.002719,6","0.13978,6","0.26918,6","0.48332,5","0.012604,6","0.3731,5","0.38588,6","0.71536,7","0.48313,5","0.02555,5","0.20273,6","0.16785,6","0.38304,6","0.68623,5","0.024666,6"
00018515,00018515/20121121_185550.jpg,"[[[39 43 78]
  [46 50 85]
  [43 47 84]
  ...
  [65 71 71]
  [65 71 71]
  [64 70 70]]

 [[39 43 78]
  [46 50 85]
  [43 47 84]
  ...
  [66 72 72]
  [63 69 69]
  [59 65 65]]

 [[40 45 77]
  [47 51 86]
  [44 48 85]
  ...
  [68 74 74]
  [61 67 67]
  [53 59 59]]

 ...

 [[50 43 50]
  [71 64 71]
  [60 53 60]
  ...
  [75 76 70]
  [76 77 71]
  [76 77 71]]

 [[46 39 47]
  [66 59 66]
  [59 52 59]
  ...
  [76 77 71]
  [76 77 71]
  [76 77 71]]

 [[45 38 46]
  [67 60 68]
  [61 54 61]
  ...
  [76 77 71]
  [78 79 73]
  [77 78 72]]]","0.88841,6","0.57912,5","0.35518,5","0,5","0.22746,6","0.021469,6","0.58084,6","0.14405,6","0.55544,6","0.82251,7","0.012806,7","0.77471,5","0.15015,6","0.017389,5","0.036617,5","0.024774,6","0.023596,5","0.064922,6","0.94597,6","0.076134,6","0.035099,6","0.96032,5","0.23475,6","0.018324,5","0.47326,6","0.043082,6","0.09029,6","0.91708,7","0.58059,5","0.10267,7","1,6","0.70185,5","0.48481,6","0.5993,5","0.090014,7","0.02967,6","0.077589,5","0.8149,6","0.87748,6","0.035198,5"
00018680,00018680/20120420_153746.jpg,"[[[ 28  34  68]
  [ 28  34  68]
  [ 28  34  68]
  ...
  [ 25  34  39]
  [ 22  31  36]
  [ 20  29  34]]

 [[ 23  29  65]
  [ 21  27  63]
  [ 29  35  71]
  ...
  [ 16  25  30]
  [ 14  23  28]
  [ 17  26  31]]

 [[106 111 149]
  [ 61  66 104]
  [ 29  35  71]
  ...
  [ 16  25  30]
  [ 19  28  33]
  [ 20  29  34]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  0   0   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]","0.0022947,2","0.011684,7","1,5","0.59224,7","1,6","0.15016,5","0.19898,5","0.25804,5","0.027414,6","0.18713,6","0.14386,7","0.22191,5","0.0065051,5","0.049551,6","0.0217,6","0.0038838,5","0.012806,6","0.042078,5","0.076247,6","0.22398,5","0.20711,5","0.50202,5","0.81859,6","0.026733,6","1,6","0.014943,5","0.37257,4","0.01094,6","0.27298,7","0.025344,5","0.014647,5","0,5","0.32275,5","0.34221,6","0.41389,5","0.17193,6","0.55339,5","0.32108,5","0.14247,5","0.0071273,5"
00018726,00018726/20120508_102301.jpg,"[[[ 91 105 116]
  [ 73  85  99]
  [ 54  62  73]
  ...
  [  5   5   5]
  [  7   7   7]
  [  7   7   7]]

 [[ 74  88  99]
  [ 54  64  74]
  [ 37  44  52]
  ...
  [  4   4   4]
  [  5   5   5]
  [  6   6   6]]

 [[ 58  71  80]
  [ 39  48  53]
  [ 26  32  32]
  ...
  [  6   6   6]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[  4   6   3]
  [  4   6   3]
  [  4   6   3]
  ...
  [ 12  13   7]
  [ 10  13   6]
  [ 10  11   5]]

 [[  4   6   3]
  [  2   4   1]
  [  2   4   1]
  ...
  [ 12  13   7]
  [ 13  14   8]
  [ 11  12   6]]

 [[  2   4   1]
  [  2   4   1]
  [  1   3   0]
  ...
  [ 13  14   8]
  [ 12  13   7]
  [ 11  12   6]]]","0.10474,7","0.023859,8","0.94686,7","0.52357,8","0.81075,6","0.017582,6","0.0098325,4","0.41591,6","0.10308,9","0.062797,11","0.024785,7","0.60456,6","0.093187,7","0.25786,7","0.074138,9","0.40582,6","0.28979,5","0.32273,4","0.48936,4","0.64058,5","0.1814,6","0.23988,6","0.23901,8","0.039324,6","0.96026,5","0.030701,7","0.59607,7","0.21702,4","0.18875,5","0.13729,8","0.022397,7","0.096617,10","0.30313,6","0.25597,6","0,5","0.35162,8","0.15277,6","0.86304,7","0.64868,5","0.97347,11"
00018759,00018759/20120307_162548.jpg,"[[[233 237 236]
  [ 72  74  73]
  [177 179 178]
  ...
  [134 139 133]
  [126 131 125]
  [ 72  77  71]]

 [[227 227 227]
  [102 104 103]
  [192 196 195]
  ...
  [117 122 116]
  [117 122 116]
  [ 62  67  61]]

 [[255 255 255]
  [179 181 180]
  [235 239 238]
  ...
  [101 106 100]
  [209 214 208]
  [ 66  71  65]]

 ...

 [[119 130 132]
  [117 128 130]
  [117 128 130]
  ...
  [114 126 126]
  [113 125 125]
  [110 122 122]]

 [[119 130 132]
  [117 128 130]
  [117 128 130]
  ...
  [113 125 125]
  [113 125 125]
  [110 122 122]]

 [[119 130 132]
  [117 128 130]
  [117 128 130]
  ...
  [110 122 122]
  [110 122 122]
  [113 125 125]]]","0.67819,7","0.17132,6","0.71696,6","0.037428,6","0.26349,5","0.061051,6","0.67629,6","0.36034,5","0.42856,6","1,5","0.023493,6","1,5","0.027331,5","0.46777,6","0,5","0.020074,7","0.027874,6","0.02638,5","1,6","0.21781,6","0.083579,5","0.83531,6","0.13924,5","0.12644,5","0.54923,5","0.060097,6","0.015632,5","1,6","0.56609,4","0.41708,6","1,6","0.075571,5","0.59806,6","0.30953,5","0.34436,6","0.37511,6","0.38771,5","0.45744,6","0.71364,6","0,6"
00018769,00018769/20120828_200530.jpg,"[[[ 39  45  93]
  [ 40  46  96]
  [ 37  43  95]
  ...
  [ 37  40  91]
  [ 39  42  93]
  [ 34  37  88]]

 [[ 33  39  89]
  [ 40  46  98]
  [ 38  44  96]
  ...
  [ 36  39  90]
  [ 39  42  93]
  [ 42  44  95]]

 [[ 40  45 100]
  [ 39  46 100]
  [ 32  39  91]
  ...
  [ 37  41  89]
  [ 42  44  95]
  [ 43  43  95]]

 ...

 [[  3   3   3]
  [  4   4   4]
  [  4   4   4]
  ...
  [  6   4   5]
  [  7   7   7]
  [  6   6   6]]

 [[  5   5   5]
  [  4   4   4]
  [  5   5   5]
  ...
  [  4   2   3]
  [  5   5   5]
  [  7   7   7]]

 [[  5   5   5]
  [  2   2   2]
  [  5   5   5]
  ...
  [  2   2   4]
  [  3   3   3]
  [  3   3   3]]]","0.18209,6","0,6","1,5","0.028129,6","0.41612,5","0.025621,6","0.16304,5","0.055244,5","0.036126,6","0.028443,6","0.24483,5","0.62624,4","0.022208,10","0.49929,5","0.01173,10","0.032149,7","0.32946,7","0.051903,4","0.01329,8","0.00035587,6","0.18236,9","0.55013,6","0.80922,7","0.01852,5","1,5","0.026,7","0.71235,7","0.28997,7","0.029474,6","0.022951,7","0.0067326,6","0.023205,11","0.58509,7","0.042054,5","0.10175,8","0.033182,5","0.4349,6","0.41127,5","0.77522,5","0.30557,5"
00018897,00018897/20121220_121129.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  5]
  [ 0  0  5]
  [ 0  0  5]]

 [[ 1  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 3  0  0]
  [ 3  0  0]
  [ 3  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 3  0  0]]

 ...

 [[ 0  0  0]
  [ 0  1  0]
  [ 0  0  2]
  ...
  [30 25 32]
  [28 21 28]
  [29 22 29]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]
  ...
  [28 25 32]
  [28 23 30]
  [30 20 28]]

 [[ 0  0  0]
  [ 1  1  3]
  [ 0  0  2]
  ...
  [23 21 32]
  [26 20 30]
  [29 22 30]]]","0.57568,5","0.094059,7","0.0060865,4","0.18108,6","0.08613,6","0.13664,5","0.063892,6","0.1351,6","0.013639,6","0.60016,5","0.014772,6","0.18302,6","0.026181,6","0.23107,6","0.0094319,6","0.096487,5","0.049988,6","0.322,6","0.96926,5","0.54011,5","0.61871,5","0.65974,5","0.73471,5","0.087367,6","0.37066,7","0.46284,5","0.018875,6","0.4728,6","0.019823,5","0.14459,6","0.33633,5","0.091987,5","0.064085,5","0.087194,6","0.22706,5","0.77967,5","0.2435,5","0.38578,6","0.17556,5","0.012041,7"
00018959,00018959/20120526_101222.jpg,"[[[120 122 117]
  [ 53  55  52]
  [215 217 216]
  ...
  [ 49  51  50]
  [215 217 216]
  [ 24  26  25]]

 [[233 235 232]
  [ 68  70  69]
  [221 221 221]
  ...
  [ 68  70  69]
  [220 222 221]
  [ 36  36  36]]

 [[129 131 130]
  [124 124 124]
  [240 240 240]
  ...
  [124 126 125]
  [240 242 241]
  [ 70  70  72]]

 ...

 [[ 73  58  37]
  [ 76  59  39]
  [ 82  61  40]
  ...
  [128  93  53]
  [124  91  50]
  [125  92  51]]

 [[ 77  66  44]
  [ 86  74  52]
  [ 96  78  56]
  ...
  [133  98  58]
  [129  96  55]
  [124  90  52]]

 [[ 87  79  56]
  [ 99  88  66]
  [109  93  70]
  ...
  [130  95  53]
  [129  96  55]
  [125  91  53]]]","0.17863,6","0.008567,6","1,6","0.44115,5","0.13595,5","0.047088,6","0.056422,3","0.13874,5","0.029232,6","0.12685,5","0.0086975,7","0.22278,6","0.91335,7","1,6","0.001079,6","0.063371,4","0.14907,7","0.15114,6","0.067336,6","0.80335,6","0.51762,5","0.12101,5","0.50611,6","0.044146,6","0.63484,5","0.86362,5","1,5","0.31409,5","0.2245,5","0.17397,5","0.13427,6","0.5441,6","0.098792,7","0.10224,6","0.23037,6","0.40587,7","0.77123,5","0.11734,5","0.16999,6","0.02387,7"
00018962,00018962/20120822_134554.jpg,"[[[ 0  0  2]
  [ 0  1  3]
  [ 0  1  2]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  1  1]]

 ...

 [[ 9 10 14]
  [11 10 16]
  [12  9 18]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 [[ 6  6 14]
  [ 9  8 16]
  [13 12 20]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 [[10  8 19]
  [10  8 19]
  [10  8 19]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]]","0.40529,5","0.08809,6","0.9441,6","0.93707,7","0.85052,6","0.038717,5","0.4741,6","0.17168,6","0.017407,6","0.24353,5","0.018091,6","0.6032,5","0.36435,5","0.22492,6","0.055244,5","0.0088989,5","0.02471,6","0.068508,5","0.45551,6","0.40457,5","0.15249,5","0.39233,5","0.74179,6","0.024137,7","0.70738,7","0.1465,6","0.10046,6","0.54267,5","0.1577,5","0.15394,6","0.16877,6","0.93013,5","0.037537,5","0.52784,5","0.16917,5","0.10352,5","0.13565,6","0.17286,5","0.28136,6","0,6"
