folder,name,data,dirty,daylight,night,sunrisesunset,dawndusk,sunny,clouds,fog,storm,snow,warm,cold,busy,beautiful,flowers,spring,summer,autumn,winter,glowing,colorful,dull,rugged,midday,dark,bright,dry,moist,windy,rain,ice,cluttered,soothing,stressful,exciting,sentimental,mysterious,boring,gloomy,lush
00017660,00017660/20130124_232501.jpg,"[[[ 77 126 169]
  [ 82 125 170]
  [ 81 122 168]
  ...
  [  1   0   0]
  [  0   0   0]
  [  0   1   2]]

 [[ 78 127 170]
  [ 80 124 169]
  [ 83 126 171]
  ...
  [  1   0   0]
  [  0   0   0]
  [  0   0   2]]

 [[ 78 127 167]
  [ 80 127 169]
  [ 81 124 169]
  ...
  [  1   0   0]
  [  1   0   0]
  [  0   0   2]]

 ...

 [[121 123  73]
  [ 93  92  44]
  [ 99  98  52]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   0   0]]

 [[108 105  72]
  [108 107  76]
  [ 90  89  61]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   0   0]]

 [[ 14  11   0]
  [ 13  14   0]
  [  8   8   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   0   0]]]","0.13813,7","0.99685,7","0,6","0.016139,5","0.048566,5","0.9497,6","0.64787,6","0.23506,5","0.043288,6","0.096498,7","0.83558,5","0.02641,6","0.05426,5","0.39795,5","0.023359,6","0.43644,7","0.85446,6","0.30819,5","0.094068,8","0.23923,6","0.51478,6","0.015145,5","0.32828,12","0.52978,6","0.03761,5","0.66049,6","0.42222,8","0.3112,6","0.056657,9","0.12277,7","0.070162,8","0.39233,8","0.49169,6","0.1412,5","0.21732,7","0.17625,5","0.062805,6","0.032007,6","0.023519,6","0.78122,5"
00017663,00017663/20120424_235748.jpg,"[[[136 200 225]
  [149 209 217]
  [170 224 201]
  ...
  [123 181 255]
  [122 174 255]
  [117 167 254]]

 [[142 204 227]
  [156 221 239]
  [152 217 221]
  ...
  [123 183 255]
  [121 178 255]
  [117 172 255]]

 [[143 208 230]
  [144 217 250]
  [138 217 250]
  ...
  [123 188 252]
  [120 183 254]
  [116 173 252]]

 ...

 [[ 14  18  17]
  [ 13  17  16]
  [  5   9   8]
  ...
  [ 38  43  46]
  [ 37  42  46]
  [ 28  31  36]]

 [[ 21  27  25]
  [ 18  24  22]
  [  8  12  11]
  ...
  [ 29  34  38]
  [ 23  28  32]
  [ 26  29  34]]

 [[ 14  23  22]
  [ 18  24  22]
  [ 15  19  18]
  ...
  [ 25  30  36]
  [ 19  24  28]
  [ 14  19  23]]]","0.38826,8","1,7","0.013312,7","0.15304,8","0.037598,7","0.82353,7","0.43031,6","0.01481,7","0.069211,10","0.030164,6","0.81129,6","0.0064614,6","0.1858,8","0.25068,5","0.15962,11","0.65901,6","0.44118,6","0.53485,6","0.03294,7","0.35995,6","0.19708,6","0.29407,8","0.24006,8","0.10566,5","0.025224,10","0.70766,5","0.85139,6","0.090234,7","0.13353,10","0.066851,10","0.018302,7","0.44355,8","0.30256,5","0.0069384,6","0.41994,6","0.077494,9","0.096619,6","0.22917,6","0.034875,6","0.70694,6"
00017664,00017664/20121012_002903.jpg,"[[[ 69 119 178]
  [ 71 122 185]
  [ 68 121 187]
  ...
  [120 130 142]
  [121 129 142]
  [123 129 143]]

 [[ 74 123 182]
  [ 73 123 184]
  [ 73 124 189]
  ...
  [122 130 143]
  [124 132 145]
  [121 129 142]]

 [[ 74 123 182]
  [ 76 124 188]
  [ 75 123 189]
  ...
  [122 129 145]
  [122 130 143]
  [121 129 142]]

 ...

 [[ 58  60  73]
  [ 61  65  76]
  [ 58  62  71]
  ...
  [ 65  57  44]
  [ 73  63  51]
  [ 71  59  47]]

 [[ 60  62  77]
  [ 60  64  76]
  [ 55  62  70]
  ...
  [ 62  52  40]
  [ 70  60  48]
  [ 75  63  51]]

 [[ 62  61  77]
  [ 60  64  76]
  [ 58  65  73]
  ...
  [ 71  58  42]
  [ 68  54  41]
  [ 65  51  40]]]","0.29763,5","1,7","0.14063,7","0.028765,7","0.028514,7","0.4538,8","0.81245,6","0.027943,7","0.082759,8","0.11701,10","0.79374,7","0.014081,6","0.049565,6","0.38671,6","0.020678,10","0.0472,5","0.34314,7","0.090858,7","0.2702,8","0.27003,5","0.11563,7","0.10592,5","0.32215,6","0.29883,7","0.36722,6","0.71345,5","0.34897,7","0.30083,8","0.23489,6","0.13192,7","0.029084,8","0.97214,7","0.50025,5","0.20955,7","0.2255,5","0.17182,7","0.10098,5","0.21397,5","0.32873,9","0.70237,7"
00017672,00017672/20130301_203647.jpg,"[[[136 165 181]
  [138 166 180]
  [137 165 176]
  ...
  [136 167 188]
  [136 166 190]
  [135 165 191]]

 [[129 163 190]
  [132 164 189]
  [134 165 186]
  ...
  [136 167 187]
  [134 165 186]
  [136 166 190]]

 [[131 166 198]
  [132 165 196]
  [134 165 194]
  ...
  [138 169 189]
  [136 169 188]
  [136 169 188]]

 ...

 [[ 43  38  34]
  [ 41  38  33]
  [ 41  38  33]
  ...
  [ 62  63  47]
  [ 65  62  47]
  [ 67  61  49]]

 [[ 36  35  30]
  [ 36  35  30]
  [ 34  33  28]
  ...
  [ 62  60  48]
  [ 61  59  47]
  [ 61  57  48]]

 [[ 38  38  28]
  [ 40  40  30]
  [ 35  34  29]
  ...
  [ 63  56  46]
  [ 57  53  44]
  [ 58  54  45]]]","0.46099,8","1,6","0.036487,5","0.087644,6","0.15274,6","0.73408,6","0.030235,7","0.073917,6","0.00040377,6","0.031273,5","0.69889,7","0.20645,7","0.39281,8","0.2904,12","0.2164,7","0.43815,6","0.97359,6","0.27666,9","0.12936,8","0.072967,7","0.20406,9","0.33863,7","0.73773,9","0.65144,7","0.038936,6","0.74037,5","0.098466,6","0.72006,6","0.23813,11","0.035746,7","0.00016972,7","0.65492,9","0.57254,5","0.0529,7","0.1553,7","0.23197,7","0.12432,8","0.1615,6","0.050569,6","0.60546,8"
00017709,00017709/20121103_211303.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","0.1487,6","1,8","0.040862,7","0.092671,9","0.086891,7","0.68201,7","0.77173,5","0.1525,6","0.069932,10","0.015404,5","0.92705,6","0.028667,6","0.67152,6","0.17355,6","0.036089,13","0.37922,7","0.22199,6","0.42454,6","0.033603,5","0.11756,5","0.52588,6","0.024984,5","0.14839,8","0.69787,5","0.067536,5","0.56252,6","0.8,6","0.033742,5","0.040722,5","0.0051639,6","0.046607,5","0.6425,7","0.031478,5","0.033773,7","0.1319,7","0.096458,7","0.02152,7","0.022607,8","0.11536,7","0.55718,6"
00018071,00018071/20120301_003852.jpg,"[[[ 81 102 129]
  [ 81 105 129]
  [ 79 104 124]
  ...
  [ 99 125 152]
  [ 95 119 145]
  [ 93 111 131]]

 [[ 88 104 127]
  [ 88 103 122]
  [112 125 141]
  ...
  [ 98 124 151]
  [ 94 120 147]
  [ 88 112 138]]

 [[ 92 104 120]
  [106 110 122]
  [139 140 145]
  ...
  [103 124 145]
  [ 95 119 145]
  [ 87 112 142]]

 ...

 [[ 88  81  55]
  [ 89  79  54]
  [ 88  78  51]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 [[ 81  73  62]
  [ 82  74  61]
  [ 83  73  61]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 [[ 79  69  67]
  [ 83  73  71]
  [ 81  74  68]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]]","0.3064,6","1,6","0.08912,6","0.046122,6","0.16967,5","0.90131,8","0.45602,6","0.032828,5","0.12927,6","0.44766,6","0.29018,7","0.82284,5","0.72495,8","0.25103,8","0.07886,11","0.68045,5","0.2015,6","0.35378,6","0.47465,6","0.015717,5","0.40028,5","0.50944,6","0.2993,13","0.088651,6","0.072569,5","0.47665,7","0.27493,7","0.83612,7","0.080759,8","0.15351,5","0.67628,5","0.36763,9","0.5485,6","0.30009,5","0.20393,8","0.028443,6","0.11351,5","0.19365,6","0,5","0.28669,5"
00018086,00018086/20120822_135416.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 9 13 24]
  [ 8 12 23]
  [ 8 10 23]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 9 13 24]
  [10 14 25]
  [10 12 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[10 14 25]
  [ 9 13 24]
  [11 13 25]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","0,5","1,8","0.011182,7","0.14649,6","0.26457,7","0.66272,6","0.016899,7","0,6","0.010976,7","0.014606,6","0.67769,5","0.09923,6","0,5","0.67339,5","0.14054,14","0.55798,7","0.98695,6","0.46305,5","0,6","0.23644,6","0.34137,5","0.27303,6","0.80691,8","0.12172,8","0.48878,6","0.41312,6","1,5","0.20668,7","0.17944,5","0,7","0.013647,7","0.60416,6","0.44659,5","0.33703,5","0.1449,6","0.52291,6","0.28789,5","0.48445,6","0.08808,8","0.78066,5"
00018118,00018118/20120306_205504.jpg,"[[[ 53  65 105]
  [ 53  65 105]
  [ 53  65 105]
  ...
  [ 99 127 139]
  [ 98 126 138]
  [ 96 124 138]]

 [[ 53  65 105]
  [ 53  65 105]
  [ 53  65 105]
  ...
  [100 128 142]
  [ 98 126 140]
  [ 98 126 140]]

 [[ 53  65 105]
  [ 53  65 105]
  [ 53  65 105]
  ...
  [100 127 144]
  [100 127 144]
  [101 129 143]]

 ...

 [[201 202 188]
  [197 198 184]
  [192 193 179]
  ...
  [184 178 164]
  [182 176 162]
  [181 175 161]]

 [[196 197 183]
  [199 200 186]
  [189 190 176]
  ...
  [189 183 169]
  [188 182 168]
  [184 178 164]]

 [[195 195 183]
  [189 189 177]
  [175 175 163]
  ...
  [184 178 164]
  [187 181 167]
  [187 181 167]]]","0.57237,8","1,7","0.044067,9","0.0067721,6","0.063008,10","0.69975,7","0.51081,6","0.033367,9","0.17619,10","1,6","0.26265,6","1,6","0.50673,6","0.22208,5","0.021297,9","0.0065862,7","0.16098,7","0.20938,5","1,5","0.546,5","0.045674,6","0.45766,5","0.77226,8","0.45287,6","0.017914,7","0.83695,5","0.017747,6","0.91055,6","0.20914,11","0.012034,7","0.85574,6","0.67258,7","0.42746,5","0.12528,6","0.72669,5","0.39596,5","0.082733,9","0.14667,8","0.17199,6","0.22384,7"
00018347,00018347/271.jpg,"[[[  0   5  19]
  [  0   3  18]
  [  1   4  21]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 43  49  75]
  [ 45  51  77]
  [ 45  51  77]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 80  88 127]
  [112 120 157]
  [ 54  62  99]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 58  43  24]
  [ 53  40  21]
  [ 54  43  21]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 60  43  23]
  [ 58  43  22]
  [ 60  48  26]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 58  40  18]
  [ 59  42  22]
  [ 62  49  30]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.49293,5","1,6","0.16735,6","0.15325,5","0.10203,5","0.38258,6","0.088015,5","0.036684,6","0.27439,5","0.98146,7","0.34909,6","0.88886,5","0.024703,5","0.50078,6","0.063861,6","0.10672,6","0.14279,8","0.65439,5","0.75369,5","0.85577,5","0.28688,5","0.50293,6","0.9182,6","0.16268,7","0.023567,6","0.42093,6","0.011798,6","0.44615,5","0.033738,8","0.027372,5","0.9029,7","0.32337,6","0.29117,6","0.19269,5","0.5091,6","0.33327,6","0.64703,6","0.39806,6","0.022084,7","0.013662,6"
00018478,00018478/20130102_234919.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   1]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 71  94  84]
  [ 50  69  65]
  [ 64  80  79]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 85 111 102]
  [ 83 102 100]
  [ 96 107 109]
  ...
  [  0   0   0]
  [  1   0   0]
  [  0   0   0]]

 [[ 97 123 114]
  [ 97 113 112]
  [ 95 103 106]
  ...
  [  1   0   0]
  [  1   0   0]
  [  0   0   0]]]","0.085439,6","0.99666,6","0.029561,5","0.50607,6","0.01427,6","0.14504,7","0.57356,5","0.16494,6","0.046353,6","1,6","0.036029,6","0.82699,6","0.29886,6","0.75291,6","0.057687,8","0.14399,5","0.073139,6","0.33418,6","0.92173,5","0.018294,5","0.052292,6","0.67403,5","1,6","0.20442,6","0.13011,6","0.25086,7","0,6","0.85283,7","0.042676,5","0.074787,6","1,5","0.6985,7","0.19555,5","0.28674,6","0.50299,5","0.31433,6","0.57319,6","0.15601,7","0.025275,5","0.041789,6"
00018505,00018505/20130320_191559.jpg,"[[[  0  16  30]
  [  0  15  31]
  [  0  13  31]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[142 173 201]
  [143 173 201]
  [146 173 200]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[145 190 229]
  [146 190 229]
  [146 188 226]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[140 130  95]
  [135 125  90]
  [130 120  84]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[141 128  94]
  [147 134 100]
  [143 133  98]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[141 126  93]
  [144 131  97]
  [139 129  94]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.51032,5","1,5","0.014992,5","0.051387,6","0.048578,5","0.59355,5","0.054718,5","0.0004773,5","0.042078,5","0.7408,6","0.1728,6","0.63305,6","0.23558,6","0.27674,6","0.0086176,5","0.095413,6","0.35074,5","0.51091,5","0.53864,5","0.61021,5","0.41487,5","0.37526,6","0.75506,6","0.26358,6","0.029192,6","0.71751,6","0.42073,6","0.26126,6","0.16755,5","0.012604,6","0.18378,5","0.48312,6","0.42508,7","0.26423,6","0.27907,5","0.063548,6","0.14616,6","0.25221,6","0.14952,5","0.061351,6"
00018515,00018515/20130223_165542.jpg,"[[[ 44  52  89]
  [ 53  61 100]
  [ 48  55  97]
  ...
  [107 138 158]
  [108 139 159]
  [108 139 159]]

 [[ 44  52  88]
  [ 53  61  98]
  [ 48  56  95]
  ...
  [107 138 158]
  [107 138 158]
  [105 136 156]]

 [[ 44  52  88]
  [ 53  61  98]
  [ 48  56  93]
  ...
  [106 137 157]
  [105 136 156]
  [103 134 154]]

 ...

 [[ 26  25  33]
  [ 40  38  49]
  [ 34  34  44]
  ...
  [ 56  73  83]
  [ 57  74  82]
  [ 57  74  82]]

 [[ 25  24  32]
  [ 41  40  48]
  [ 38  38  48]
  ...
  [ 57  74  84]
  [ 58  75  83]
  [ 59  76  84]]

 [[ 28  27  35]
  [ 44  43  51]
  [ 40  40  48]
  ...
  [ 59  76  86]
  [ 61  78  86]
  [ 62  79  87]]]","0.79703,6","1,5","0.09702,5","0.38599,5","0.095572,6","0.41389,6","0.052162,6","0.039099,6","0.16313,6","0.83743,7","0.012806,7","0.59033,5","0.47442,6","0.16404,5","0.036617,5","0.024774,6","0.07911,5","0.064922,6","0.94597,6","0.13125,6","0.11395,6","0.81469,5","0.34297,6","0.10638,5","0.0038665,6","0.22982,6","0.09029,6","0.69266,7","0.32252,5","0.12813,7","0.92547,6","0.52064,5","0.25217,6","0.72149,5","0.21139,7","0.02967,6","0.14659,5","0.69388,6","0.34841,6","0.035198,5"
00018680,00018680/20120220_223746.jpg,"[[[ 35  52  95]
  [ 35  50  93]
  [ 35  48  92]
  ...
  [ 56  78  91]
  [ 63  85  98]
  [ 66  88  99]]

 [[ 34  51  94]
  [ 38  51  95]
  [ 44  55 100]
  ...
  [ 90 109 123]
  [ 93 113 124]
  [ 93 113 124]]

 [[107 122 165]
  [ 70  81 126]
  [ 42  50  96]
  ...
  [ 93 113 124]
  [ 96 114 124]
  [ 93 111 121]]

 ...

 [[245 229 229]
  [241 225 225]
  [236 222 219]
  ...
  [218 218 206]
  [218 218 206]
  [219 219 207]]

 [[247 229 229]
  [242 227 224]
  [233 218 213]
  ...
  [218 218 206]
  [218 218 206]
  [220 220 208]]

 [[249 231 229]
  [240 225 222]
  [230 215 210]
  ...
  [216 216 204]
  [217 217 205]
  [219 219 207]]]","0.56512,5","1,7","0.043147,5","0.022374,7","0.030068,6","0.20952,5","0.54983,6","0.24183,5","0.31504,6","0.83767,6","0.039854,7","0.83087,5","0.05167,5","0.40935,6","0.0217,6","0,6","0.29622,6","0.046577,6","1,7","0.33813,5","0.19748,5","0.29783,5","0.95234,6","0.43619,6","0.032335,6","0.50627,5","0.0051632,7","0.97916,6","0.045688,7","0.025344,5","0.84967,6","0.28934,5","0.48784,5","0.22937,6","0.18767,5","0.10851,6","0.3312,5","0.32108,5","0.01364,5","0.0071273,5"
00018726,00018726/20120825_012357.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   1   0]
  [  0   0   4]
  [  0   0   5]
  ...
  [ 41  63  17]
  [ 74  96  32]
  [ 64  84  23]]

 [[  0   1   0]
  [  0   0   2]
  [  0   0   4]
  ...
  [118 141  73]
  [117 142  58]
  [106 131  48]]

 [[  0   1   0]
  [  0   0   2]
  [  1   0   2]
  ...
  [122 146  58]
  [107 135  33]
  [ 59  87   0]]]","0.14518,7","1,8","0.031997,7","0.03128,8","0.030031,6","0.97058,5","0.58575,5","0.032843,6","0.033631,10","0.015936,12","0.47342,7","0.016319,7","0.028667,6","1,7","0.34271,8","0.50305,6","0.94281,6","0.5105,5","0.029442,5","0.54892,5","1,6","0.039407,6","0.59718,7","0.749,5","0.0071057,6","0.67434,7","0.85668,7","0.19334,6","0.044611,5","0.032958,9","0.0022113,7","0.22971,10","0.6281,7","0.017878,6","0.47898,5","0.33937,7","0.016903,6","0.23472,7","0.020699,5","1,12"
00018759,00018759/20120925_082536.jpg,"[[[253 255 252]
  [253 255 252]
  [253 255 252]
  ...
  [253 255 252]
  [253 255 252]
  [253 255 252]]

 [[253 255 252]
  [253 255 252]
  [253 255 252]
  ...
  [253 255 252]
  [253 255 252]
  [253 255 252]]

 [[253 255 252]
  [253 255 252]
  [253 255 252]
  ...
  [253 255 252]
  [253 255 252]
  [253 255 252]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.03769,7","0.9032,7","0.005656,6","0.077254,6","0.045286,5","0.69903,6","0.023682,6","0.017876,5","0.1219,6","0.016604,5","0.59463,6","0.032781,5","0.027331,5","0.40416,6","0,5","0.19772,7","0.66728,6","0.52418,5","0.0083477,6","0.56961,6","0.20579,5","0.5018,6","0.19688,5","0.94406,5","0.018317,5","0.45631,6","1,5","0.0091695,6","0.12884,5","0.02897,6","0.0038275,6","0.02603,5","0.26639,6","0,5","0.27009,6","0.39857,6","0.043835,5","0.12931,6","0.0010387,6","0.070653,6"
00018769,00018769/20120924_003541.jpg,"[[[179 176 185]
  [178 175 184]
  [177 174 183]
  ...
  [105 131 166]
  [105 129 167]
  [106 129 170]]

 [[179 176 185]
  [179 176 185]
  [179 176 185]
  ...
  [105 131 164]
  [106 130 166]
  [107 131 169]]

 [[178 175 184]
  [179 176 185]
  [179 176 185]
  ...
  [109 134 165]
  [109 132 166]
  [109 132 166]]

 ...

 [[ 32  31  26]
  [ 37  36  31]
  [ 32  31  26]
  ...
  [ 19  21  16]
  [ 15  15  13]
  [ 20  20  20]]

 [[ 29  30  24]
  [ 29  30  22]
  [ 27  28  20]
  ...
  [ 18  21  10]
  [ 20  21  13]
  [ 21  21  13]]

 [[ 30  33  24]
  [ 26  28  17]
  [ 24  26  13]
  ...
  [ 30  32  21]
  [ 48  49  35]
  [ 41  42  26]]]","0.096759,7","0.99408,6","0.037118,5","0.028129,6","0.11238,5","0.29526,6","0.76976,5","0.055244,5","0.036126,6","0.16925,6","0.594,6","0.091784,6","0.062713,10","0.40799,5","0.076556,10","0.62191,8","0.60024,9","0.36945,5","0.01329,8","0.58145,5","0.11284,8","0.11442,7","0.82534,8","0.49541,5","0.013888,5","0.12138,6","0.71235,7","0.18844,8","0.28577,6","0.022951,7","0.16243,6","0.068635,11","0.42113,7","0.042054,5","0.109,7","0.42259,5","0.31453,6","0.0025163,6","0.065416,6","1,6"
00018897,00018897/20120419_171128.jpg,"[[[227 237 247]
  [228 236 247]
  [229 235 247]
  ...
  [233 242 251]
  [234 241 251]
  [236 240 252]]

 [[227 235 246]
  [228 236 247]
  [230 236 248]
  ...
  [233 242 251]
  [235 242 252]
  [234 241 251]]

 [[229 235 247]
  [230 236 248]
  [229 235 247]
  ...
  [234 241 251]
  [235 242 252]
  [233 240 248]]

 ...

 [[143 122 105]
  [123 102  85]
  [111  91  67]
  ...
  [ 99  73  58]
  [ 94  72  61]
  [ 98  77  72]]

 [[145 126 111]
  [114  95  80]
  [109  90  73]
  ...
  [ 97  69  57]
  [ 95  72  66]
  [109  89  88]]

 [[149 131 117]
  [117  99  87]
  [106  88  74]
  ...
  [103  73  63]
  [ 96  71  67]
  [106  86  85]]]","0.41976,5","0.93458,7","0.0038823,5","0.069384,6","0.043315,6","0.62956,5","0.063892,6","0.1351,6","0.013639,6","0.10025,5","0.28234,6","0.14417,6","0.026181,6","0.23107,6","0.0094319,6","0.031938,5","0.18121,6","0.58387,6","0.050451,5","0.61519,5","0.41386,5","0.4449,5","0.70331,5","0.55046,6","0.041848,7","0.54892,5","0.018875,6","0.33194,6","0.14685,5","0.0024077,6","0.022656,5","0.0039127,5","0.064085,5","0.082845,6","0.13677,5","0.63096,5","0.084279,5","0.1468,6","0.095494,5","0.012041,7"
00018959,00018959/20120924_221214.jpg,"[[[221 225 234]
  [177 186 195]
  [231 241 250]
  ...
  [159 161 160]
  [141 141 141]
  [201 199 200]]

 [[224 231 237]
  [134 143 150]
  [227 234 240]
  ...
  [119 121 120]
  [215 217 216]
  [235 235 235]]

 [[167 176 183]
  [130 139 148]
  [231 238 244]
  ...
  [238 240 239]
  [218 220 219]
  [145 147 146]]

 ...

 [[131 131 119]
  [131 131 123]
  [134 135 129]
  ...
  [ 73  75  72]
  [ 71  73  70]
  [ 70  70  68]]

 [[132 145 138]
  [137 148 144]
  [153 162 161]
  ...
  [ 75  77  72]
  [ 74  76  71]
  [ 73  74  69]]

 [[143 168 165]
  [160 181 184]
  [184 202 204]
  ...
  [ 72  77  70]
  [ 74  77  70]
  [ 73  74  69]]]","0.11306,6","1,6","0.012946,6","0.042078,5","0.063117,5","0.20961,6","0.28981,6","0.13874,5","0.029232,6","0.027108,6","0.31858,7","0,6","1,7","0.017747,6","0.030704,6","0.31593,5","0.56996,7","0.59821,6","0.0064796,6","0.1798,6","0.13371,5","0.13618,5","0.70615,6","0.33913,6","0.0041916,5","0.75173,5","1,5","0.31409,5","0.024965,5","0.025983,5","0.025005,6","0.5854,6","0.17909,7","0.018819,6","0.095229,6","0.22481,7","0.079778,5","0.26849,5","0.10553,6","0.02387,7"
00018962,00018962/20120716_204518.jpg,"[[[  0   0   2]
  [  1   1   3]
  [  0   0   2]
  ...
  [  0   0   0]
  [  0   1   0]
  [  0   0   0]]

 [[  1   0   0]
  [  1   0   0]
  [  1   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   1]]

 [[  1   0   0]
  [  1   0   0]
  [  1   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[113 103  91]
  [111 102  87]
  [109 102  86]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[113 103  91]
  [115 106  91]
  [113 104  87]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[113 103  91]
  [115 106  91]
  [115 103  87]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]","0.28631,5","1,6","0.0076071,6","0.02179,7","0.17213,6","0.31527,5","0.5488,6","0.046892,6","0.10459,6","0.013294,5","0.741,6","0.017604,6","0.45725,5","0.22813,6","0.33869,5","0.47817,5","0.59013,6","0.24301,5","0.28674,6","0.059263,5","0.23276,5","0.0035841,5","0.74179,6","0.60284,7","0.026701,7","0.33701,6","0.18283,6","0.53619,5","0.014169,5","0.043089,6","0.040411,6","0.83282,5","0.63133,5","0,5","0.15836,5","0.21249,5","0.042058,6","0.035401,5","0.024552,6","0.58426,6"
